,Movie_Name,year,runtime,genre,Rating,director,stars,Votes
170,Agilan,2023,133,Action,4.1,N. Kalyanakrishnan,"['Tarun Arora', 'Boxer Dheena', 'Rachit Jadoun', 'Chirag Jani']",573
171,Tadka,2022,177,Comedy,6.7,Prakash Raj,"['Nana Patekar', 'Shriya Saran', 'Ali Fazal', 'Taapsee Pannu']",1772
172,Maruthi Nagar Police Station,2023,120,Crime,6.4,Dayal Padmanabhan,"['Arav', 'Amit Bhargav', 'Chandra Chud', 'Shruthi Nayak']",93
173,Annhi Dea Mazaak Ae,2023,151,Comedy,8.0,Rakesh Dhawan,"['Nasir Chinyoti', 'Deedar Gill', 'Hardeep Gill', 'Gurdeep Grewal']",102
174,Major,2022,150,Action,8.1,Sashi Kiran Tikka,"['Adivi Sesh', 'Prakash Raj', 'Revathi', 'Saiee Manjrekar']",30497
175,Rudhran,2023,149,Action,5.1,S. Kathiresan,"['Raghava Lawrence', 'Priya Bhavani Shankar', 'R. Sarathkumar', 'Nassar']",616
176,Jhund,2022,176,Biography,7.4,Nagraj Manjule,"['Amitabh Bachchan', 'Ankush Gedam', 'Babu Kshatriya', 'Jerico Robert']",25399
177,Ek Villain Returns,2022,129,Action,4.4,Mohit Suri,"['John Abraham', 'Disha Patani', 'Arjun Kapoor', 'Tara Sutaria']",15125
178,Nanpakal Nerathu Mayakkam,2022,105,Comedy,7.5,Lijo Jose Pellissery,"['Mammootty', 'Ramya Pandian', 'Ashwanth Ashokkumar', 'Rajesh Sharma']",3830
179,Ram Setu,2022,140,Action,5.2,Abhishek Sharma,"['Akshay Kumar', 'Jacqueline Fernandez', 'Nushrratt Bharuccha', 'Nassar']",16806
180,Cuttputlli,2022,120,Crime,5.8,Ranjit Tewari,"['Akshay Kumar', 'Rakul Preet Singh', 'Sargun Mehta', 'Chandrachur Singh']",21669
181,Heat Is On,2023,120,Thriller,8.1,M N Arjun,"['Vardhan Gurrala', 'Sneha Kushi', 'Mohan Sai', 'Ambika Vani']",4116
182,Jaitra,2023,120,Comedy,8.7,Thota Mallikarjuna,"['Sunny Naveen', 'Rohini Rachel', 'Vamsi Nakkanti', 'Sunitha Manohar']",2006
183,Shabaash Mithu,2022,156,Biography,5.5,Srijit Mukherji,"['Taapsee Pannu', 'Vijay Raaz', 'Brijendra Kala', 'Richard Bhakti Klein']",8078
184,Haseena,2023,122,Drama,9.0,Naveen Eragani,"['Thanveer MD', 'Priyanka Dey', 'Saiteja Ganji', 'Shiva Ganga']",1030
185,Jug Jugg Jeeyo,2022,148,Comedy,6.1,Raj Mehta,"['Varun Dhawan', 'Anil Kapoor', 'Kiara Advani', 'Neetu Singh']",37998
186,Thar,2022,108,Action,6.1,Raj Singh Chaudhary,"['Anil Kapoor', 'Harshvardhan Kapoor', 'Fatima Sana Shaikh', 'Jitendra Joshi']",7617
187,Malli Pelli,2023,130,Drama,3.0,M.S. Raju,"['Annapoorna', 'Sarath Babu', 'Bhadram', 'Jayasudha']",51
188,Acharya,2022,152,Action,3.8,Koratala Siva,"['Chiranjeevi', 'Ram Charan', 'Pooja Hegde', 'Sonu Sood']",4615
189,Missing Girl,2023,112,Horror,9.3,Abdul Rasheed,"['Bhaskar Arvind', 'Ashika Ashokan', 'Afsal K Aziz', 'Vishnu Balakrishnan']",556
190,Naadi Dosh,2022,131,Drama,7.1,Krishnadev Yagnik,"['Yash Soni', 'Janki Bodiwala', 'Raunaq Kamdar', 'Prashant Barot']",1140
191,Bhool Bhulaiyaa 2,2022,143,Comedy,5.7,Anees Bazmee,"['Tabu', 'Kartik Aaryan', 'Kiara Advani', 'Rajpal Naurang Yadav']",32032
192,Thank God,2022,121,Comedy,5.6,Indra Kumar,"['Sidharth Malhotra', 'Ajay Devgn', 'Rakul Preet Singh', 'Mahesh Balraj']",11560
193,Liger,2022,140,Action,2.7,Puri Jagannadh,"['Mike Tyson', 'Ananya Panday', 'Vijay Deverakonda', 'Ramya Krishnan']",46680
194,Jalsa,2022,126,Drama,6.6,Suresh Triveni,"['Vidya Balan', 'Shefali Shah', 'Rohini Hattangadi', 'Vidhatri Bandi']",6699
195,Shaktimaan,2023,120,Action,7.1,Mukesh Khanna,"['Mukesh Khanna', 'Prashant Singh', 'Vrushin Patel']",3368
196,Zwigato,2022,105,Drama,7.3,Nandita Das,"['Kapil Sharma', 'Shahana Goswami', 'Tushar Acharya', 'Zishan Ali']",5468
197,Leo,2023,120,Action,7.1,Lokesh Kanagaraj,"['Joseph Vijay', 'Sanjay Dutt', 'Trisha Krishnan', 'Gautham Vasudev Menon']",3368
198,Ganapath,2023,122,Action,7.1,Vikas Bahl,"['Tiger Shroff', 'Kriti Sanon', 'Amitabh Bachchan', 'Adi Chugh']",3368
199,Raksha Bandhan,2022,108,Comedy,5.2,Aanand L. Rai,"['Akshay Kumar', 'Bhumi Pednekar', 'Akdas Hayat', 'Abhinay Raj Singh']",25878
200,Phone Bhoot,2022,136,Comedy,5.3,Gurmmeet Singh,"['Katrina Kaif', 'Ishaan Khattar', 'Siddhant Chaturvedi', 'Jackie Shroff']",10471
201,Ajmer 92,2023,130,Drama,7.1,Pushpendra Singh,"['Karan Verma', 'Sumit Singh', 'Rajesh Sharma', 'Ishan Mishra']",3368
202,Ghosty,2023,139,Comedy,3.9,Kalyaan,"['Kajal Aggarwal', 'Madhan Babu', 'Yogi Babu', 'Santhana Bharathi']",273
203,Gehraiyaan,2022,148,Drama,5.8,Shakun Batra,"['Deepika Padukone', 'Naseeruddin Shah', 'Ananya Panday', 'Pavleen Gujral']",43882
204,Jogi,2022,116,Drama,7.2,Ali Abbas Zafar,"['Diljit Dosanjh', 'Kumud Mishra', 'Mohd. Zeeshan Ayyub', 'Hiten Tejwani']",6064
205,Karthikeya 2,2022,150,Action,8.0,Chandoo Mondeti,"['Nikhil Siddharth', 'Anupama Parameswaran', 'Srinivasa Reddy', 'Harsha Chemudu']",63247
206,Joram,2023,134,Thriller,7.1,Devashish Makhija,"['Mohd. Zeeshan Ayyub', 'Manoj Bajpayee', 'Tannishtha Chatterjee', 'Rajshri Deshpande']",3368
207,Hridayam,2022,172,Drama,8.1,Vineeth Sreenivasan,"['Pranav Mohanlal', 'Kalyani Priyadarshan', 'Darshana Rajendran', 'Vijayaraghavan']",13593
208,Le Shuru Hoge Maya Ke Kahani,2023,120,Drama,8.7,Satish Jain,"['Satish Jain', 'Elsa Ghosh', 'Amlesh Nagesh']",138
209,Yashoda,2022,135,Action,6.6,Haresh Narayan,"['Samantha Ruth Prabhu', 'Unni Mukundan', 'Varalaxmi Sarathkumar', 'Rao Ramesh']",11162
210,Lost,2022,124,Drama,5.9,Aniruddha Roy Chowdhury,"['Yami Gautam', 'Piaa Bajpai', 'Rohit Basfore', 'Yogesh Bhardwaj']",5953
211,Thunivu,2023,145,Action,6.1,H. Vinoth,"['Ajith Kumar', 'Manju Warrier', 'Samuthirakani', 'John Kokken']",27584
212,Das Ka Dhamki,2023,140,Action,6.1,Vishwak Sen,"['Vishwak Sen', 'Nivetha Pethuraj', 'Rao Ramesh', 'Aadi']",1472
213,Plan A Plan B,2022,105,Comedy,4.6,Shashanka Ghosh,"['Riteish Deshmukh', 'Tamannaah Bhatia', 'Poonam Dhillon', 'Kusha Kapila']",2181
214,Three of Us,2022,120,Drama,8.5,Avinash Arun,"['Jaideep Ahlawat', 'Payal Jadhav', 'Swanand Kirkire', 'Shefali Shah']",15
215,Kakkipada,2022,120,Action,7.4,Shebi Chowghat,"['Sarath Kumar', 'Niranjan', 'Sujith Shanker', 'Aradhya Ann']",225
216,India Lockdown,2022,117,Adventure,7.4,Madhur Bhandarkar,"['Prateik Babbar', 'Sai Tamhankar', 'Shweta Basu Prasad', 'Prakash Belawadi']",9152
217,Double XL,2022,128,Comedy,4.6,Satram Ramani,"['Sonakshi Sinha', 'Huma Qureshi', 'Zaheer Iqbal', 'Mahat Raghavendra']",4160
218,Kali Jotta,2023,130,Crime,7.5,Vijay Kumar Arora,"['Satinder Sartaaj', 'Ankur Verma', 'Neeru Bajwa', 'Harpreet Bhoora']",1426
219,Heropanti 2,2022,145,Action,2.5,Ahmed Khan,"['Tiger Shroff', 'Nawazuddin Siddiqui', 'Tara Sutaria', 'Amber Doig-Thorne']",26991
220,Bawaal,2023,120,Action,7.1,Nitesh Tiwari,"['Varun Dhawan', 'Janhvi Kapoor', 'Parth Siddhpura', 'Shashie Vermaa']",3368
221,Trigger,2022,137,Action,5.9,Sam Anton,"['C. Arunpandian', 'Chinni Jayanth', 'Krishna', 'Munishkanth']",442
222,Neymar,2023,160,Comedy,6.5,Sudhi Maddison,"['Mathew Thomas', 'Naslen', 'Johny Antony', 'Thushara Pillai']",108
223,Janhit Mein Jaari,2022,146,Comedy,6.8,Jai Basantu Singh,"['Nushrratt Bharuccha', 'Anud Singh Dhaka', 'Paritosh Tripathi', 'Vijay Raaz']",7726
224,Kondraal Paavam,2023,120,Crime,8.5,Dayal Padmanabhan,"['Varalaxmi Sarathkumar', 'Santhosh Prathap', 'Charle', 'Easwari Rao']",213
225,School College Ani Life,2023,120,Drama,9.3,Vihan Suryavanshi,"['Vihan Suryavanshi', 'Jitendra Joshi', 'Karan Parab', 'Tejasswi Prakash']",681
226,Satyaprem Ki Katha,2023,120,Comedy,7.1,Sameer Vidwans,"['Kiara Advani', 'Kartik Aaryan', 'Shikha Talsania', 'Gajraj Rao']",3368
227,Moh,2022,149,Romance,8.7,Aman Manak,"['Aman Sutdhar', 'Amrit Amby', 'Prabh Bains', 'Parminder Kaur Barnala']",541
228,The Crew,2023,120,Comedy,7.1,Rajesh Krishnan,"['Kriti Sanon', 'Kareena Kapoor', 'Rajkummar Rao', 'Tabu']",3368
229,Chhatriwali,2023,116,Comedy,6.9,Tejas Prabhaa Vijay Deoskar,"['Rakul Preet Singh', 'Sumeet Vyas', 'Satish Kaushik', 'Dolly Ahluwalia']",10522
230,Attack,2022,121,Action,6.8,Lakshya Raj Anand,"['Rakul Preet Singh', 'John Abraham', 'Jacqueline Fernandez', 'Prakash Raj']",16182
231,Mukundan Unni Associates,2022,128,Comedy,7.9,Abhinav Sunder Nayak,"['Vineeth Sreenivasan', 'Suraj Venjaramoodu', 'Aarsha Chandini Baiju', 'Sudhi Koppa']",4743
232,Pranaya Vilasam,2023,123,Comedy,6.9,Nikhil Muraly,"['Arjun Ashokan', 'Abhina', 'Miya George', 'Anaswara Rajan']",825
233,Ariyavan,2023,120,Action,7.8,Mithran Jawahar,"['Ishaaon', 'Pranali Ghoghare', 'Daniel Balaji', 'Sathyan']",534
234,The Battle of Bhima Koregaon,2022,120,Action,9.1,Ramesh Thete,"['Arjun Rampal', 'Sunny Leone', 'Digangana Suryavanshi', 'Nataliya Kozhenova']",82
235,Untitled Shahid Kapoor/Kriti Sanon Film,2023,120,Drama,7.1,Amit Joshi,"['Kriti Sanon', 'Shahid Kapoor', 'Dimple Kapadia', 'Dharmendra']",3368
236,Medal,2023,122,Action,9.7,Maneesh Bhatt,"['Jayy Randhawa', 'Baani Sandhu', 'Pradeep Singh Rawat', 'Jag Singh']",534
237,Forensic,2022,134,Crime,6.3,Vishal Furia,"['Radhika Apte', 'Vikrant Massey', 'Prachi Desai', 'Subrat Dutta']",3093
238,Saudi Vellakka,2022,137,Drama,8.0,Tharun Moorthy,"['Vincy Aloshious', 'Remya Suresh', 'Devaki Rajendran', 'Srindaa']",2202
239,Purusha Pretham,2023,153,Comedy,7.3,Krishand,"['Ajayaghosh', 'Sreejith Babu', 'Sreenath Babu', 'Jeo Baby']",875
240,Live,2023,125,Thriller,8.0,V.K. Prakash,"['Mamta Mohandas', 'Soubin Shahir', 'Shine Tom Chacko', 'Priya Prakash Varrier']",669
241,Jailer,2023,120,Action,7.1,Nelson Dilipkumar,"['Rajinikanth', 'Mohanlal', 'Jackie Shroff', 'Shivarajkumar']",3368
242,Nazar Andaaz,2022,103,Comedy,7.3,Vikrant Deshmukh,"['Abhishek Banerjee', 'Divya Dutta', 'Kumud Mishra', 'Rajeshwari Sachdev']",1432
243,Ghar Banduk Biryani,2023,161,Comedy,7.5,Hemant Awtade,"['Sayaji Shinde', 'Harshal Gire', 'Somnath Awghade', 'Pravin Dalimbkar']",306
244,Titu Ambani,2023,116,Drama,6.1,Rohit Raj Goyal,"['Tushar Pandey', 'Deepika Singh', 'Raghubir Yadav', 'Sapna Sand']",234
245,Love Hostel,2022,100,Action,5.9,Shanker Raman,"['Bobby Deol', 'Vikrant Massey', 'Sanya Malhotra', 'Raj Arjun']",11079
246,Waltair Veerayya,2023,155,Action,6.2,K.S. Ravindra,"['Urvashi Rautela', 'Shruti Haasan', 'Ravi Teja', 'Chiranjeevi']",6833
247,Toolsidas Junior,2022,132,Drama,7.4,Mridul Toolsidas,"['Sanjay Dutt', 'Rajeev Kapoor', 'Varun Buddhadev', 'Ankur Vikal']",2486
248,Balagam,2023,131,Drama,8.1,Venu Yeldandi,"['Priyadarshi Pulikonda', 'Kavya Kalyanram', 'Kethiri Sudhakar Reddy', 'Kota Jayaram']",2376
249,Nikamma,2022,152,Action,2.6,Sabir Khan,"['Abhimanyu Dasani', 'Shilpa Shetty Kundra', 'Shirley Setia', 'Samir Soni']",1673
250,Beast,2022,155,Action,5.2,Nelson Dilipkumar,"['Joseph Vijay', 'Pooja Hegde', 'K. Selvaraghavan', 'Shine Tom Chacko']",34434
251,Mahaan,2022,163,Action,7.6,Karthik Subbaraj,"['Vikram', 'Simran', 'Dhruv Vikram', 'Bobby Simha']",16720
252,Carry on Jatta 3,2023,122,Comedy,7.1,Smeep Kang,"['Gippy Grewal', 'Sonam Bajwa', 'Binnu Dhillon', 'Harvinder Dhariwal']",3368
253,Thrishanku,2023,112,Adventure,6.9,Achyuth Vinayak,"['Arjun Ashokan', 'Anna Ben', 'Shiva Hariharan', 'Suresh Krishna']",19
254,Jayeshbhai Jordaar,2022,121,Comedy,6.0,Divyang Thakkar,"['Pratik Nanda', 'Ranveer Singh', 'Shalini Pandey', 'Boman Irani']",43602
255,Ladki: Enter the Girl Dragon,2022,122,Action,4.7,Jing Liu,"['Pooja Bhalekar', 'Miya Muqi', 'Prateek Parmar', 'Tianlong Shi']",293
256,The Teacher,2022,121,Drama,7.1,Vivek,"['Amala Paul', 'Hakkim Shah', 'Chemban Vinod Jose', 'Manju Pillai']",14004
257,Haddi,2023,120,Crime,7.1,Akshat Ajay Sharma,"['Resh Lamba', 'Anurag Kashyap', 'Nawazuddin Siddiqui', 'Shriidhar Dubey']",3368
258,Khuda Haafiz Chapter II: Agni Pariksha,2022,144,Action,7.5,Faruk Kabir,"['Vidyut Jammwal', 'Shivaleeka Oberoi', 'Dibyendu Bhattacharya', 'Sheeba Chaddha']",14408
259,Sherdil,2022,120,Comedy,6.6,Srijit Mukherji,"['Pankaj Tripathi', 'Sayani Gupta', 'Neeraj Kabi', 'Akshay Kapoor']",2780
260,Chal Mann Jeetva Jaiye 2,2023,159,Drama,7.8,Dipesh Shah,"['Karan Bhanushali', 'Krishna Bhardwaj', 'Hemen Chauhan', 'Dharmendra Gohil']",200
261,Bheeshmaparvam,2022,144,Action,7.6,Amal Neerad,"['Mammootty', 'Soubin Shahir', 'Sreenath Bhasi', 'Nadia Moidu']",12350
262,Amigos,2023,139,Action,5.9,Rajendra Reddy,"['Brahmaji', 'Nithin Prasanna', 'Nandamuri Kalyan Ram', 'Ashika Ranganath']",2573
263,DAMaN,2022,121,Adventure,9.0,Lenka Debiprasad,"['Karan Kandhapan', 'Babushan Mohanty', 'Dipanwit Dashmohapatra', 'Manaswani Takri']",13291
264,LehmberGinni,2023,117,Comedy,9.7,Ishan Chopra,"['Mahira Sharma', 'Nirmal Rishi', 'Tahir Ashraf', 'Ranjit Bawa']",574
265,Ela Veezha Poonchira,2022,104,Crime,7.2,Shahi Kabir,"['Soubin Shahir', 'Sudhi Koppa', 'Jude Anthany Joseph', 'Jithu Asharef']",1571
266,Kasethan Kadavulada,2023,124,Comedy,7.2,R. Kannan,"['Priya Anand', 'Yogi Babu', 'Vtv Ganesh', 'Karunakaran']",44
267,Mitran Da Naa Chalda,2023,124,Comedy,5.4,Aditi Awasthi,"['Gippy Grewal', 'Tania', 'Raj Shoker', 'Renu Kaushal']",235
268,Thallumaala,2022,148,Action,6.9,Khalid Rahman,"['Tovino Thomas', 'Kalyani Priyadarshan', 'Shine Tom Chacko', 'Chemban Vinod Jose']",5292
269,Top Gear,2022,121,Action,7.1,Vikram Mastal,"['Aadi', 'Brahmaji', 'Mime Gopi', 'Satyam Rajesh']",70
270,Ravrambha,2023,123,Action,9.5,Anup Ashok Jagdale,"['Mir Sarwar', 'Santosh Juvekar', 'Om Bhutkar', 'Ashok Samarth']",65
271,Radhe Shyam,2022,138,Drama,5.3,K.K. Radhakrishna Kumar,"['Prabhas', 'Pooja Hegde', 'Bhagyashree Patwardhan', 'Krishnamraju']",30144
272,Bushirt T-shirt,2023,144,Comedy,8.8,Ishaan Randeria,"['Pavneet Singh Bagga', 'Manan Desai', 'Kuldeep Gor', 'Muni Jha']",171
273,Auhaam,2023,142,Mystery,9.2,Ankit Hans,"['Ankit Hans', 'Divya Malik', 'Hriday Singh', 'Varun Suri']",29
274,Looop Lapeta,2022,131,Action,5.2,Aakash Bhatia,"['Taapsee Pannu', 'Tahir Raj Bhasin', 'Dibyendu Bhattacharya', 'K.C. Shankar']",4925
275,Sarkaru Vaari Paata,2022,162,Action,5.6,Parasuram,"['Mahesh Babu', 'Keerthy Suresh', 'Mahesh Manjrekar', 'Samuthirakani']",10445
276,Kaun Pravin Tambe?,2022,134,Biography,8.4,Jayprad Desai,"['Shreyas Talpade', 'Gaurav Kamble', 'Arif Zakaria', 'Asif Ali']",10804
277,Yaaran Diyan Poun Baaran,2023,135,Comedy,9.6,Upasana Singh,"['Nanak Singh', 'Swati Sharma', 'Harnaaz Sandhu', 'Upasana Singh']",1059
278,Simon Daniel,2022,122,Adventure,6.2,Sajan Antony,"['Vineeth Kumar', 'Vijeesh', 'Divya Pillai', 'Sunil Sukhada']",893
279,Hume Toh Loot Liya,2023,120,Comedy,5.1,Surendra Verma,"['Sidhant Singh', 'Priti Sharmaa', 'Sanjay Mishra', 'Rajpal Naurang Yadav']",13
280,Sharmaji Namkeen,2022,119,Comedy,7.5,Hitesh Bhatia,"['Rishi Kapoor', 'Paresh Rawal', 'Juhi Chawla', 'Isha Talwar']",10845
281,Adi,2023,131,Comedy,6.1,Prasobh Vijayan,"['Shine Tom Chacko', 'Ahaana Krishna', 'Sreekanth Dasan', 'Bitto Davis']",248
282,The Conversion,2022,134,Drama,8.5,Vinod Tiwari,"['Vindhya Tiwari', 'Prateek Shukla', 'Ravi Bhatia', 'Vibha Chhibber']",5774
283,Malayankunju,2022,114,Drama,6.9,Sajimon Prabhakar,"['Fahadh Faasil', 'Rajisha Vijayan', 'Remya Suresh', 'Arjun Ashokan']",3158
284,Bhagwan Bharose,2023,94,Drama,9.6,Shiladitya Bora,"['Satendra Soni', 'Sparsh Suman', 'Vinay Pathak', 'Masumeh Makhija']",60
285,Gandhi Godse Ek Yudh,2023,110,Drama,7.2,Rajkumar Santoshi,"['Deepak Antani', 'Chinmay Mandlekar', 'Tanisha Santoshi', 'Anuj Saini']",8227
286,Theerkadarishi,2023,120,Crime,9.9,P.G. Mohan,"['Ajmal Ameer', 'Imman Annachi', 'Arjunan', 'Devadarshini Chetan']",1344
287,Merry Christmas,2023,120,Drama,7.1,Sriram Raghavan,"['Vijay Sethupathi', 'Katrina Kaif', 'Ranjan Raj', 'Sanjay Kapoor']",3368
288,Christopher,2023,150,Action,6.3,B. Unnikrishnan,"['Mammootty', 'Vinay Rai', 'Shine Tom Chacko', 'Jinu Joseph']",2940
289,Sardar,2022,166,Action,7.5,P.S. Mithran,"['Karthi', 'Raashi Khanna', 'Mohammad Ali Baig', 'Rithvik Jothi Raj']",6747
290,Thaaram Theertha Koodaram,2023,125,Drama,9.9,Gokul Ramakrishnan,"['Karthik Ramakrishnan', 'Vineeth Vishwam', 'Shankar Ramakrishnan', 'Maala Parvathi']",300
291,Welcome Purnima,2023,130,Drama,9.3,Rishil Joshi,"['Hiten Kumar', 'Hem Sevak', 'Manasi Rachh', 'Binda Rawal']",17
292,Sher Shivraj,2022,143,Action,8.3,Digpal Lanjekar,"['Chinmay Mandlekar', 'Mrinal Kulkarni', 'Mukesh Rishi', 'Rohan Mankani']",2634
293,Hurdang,2022,122,Drama,5.3,Nikhil Bhat,"['Sunny Kaushal', 'Nushrratt Bharuccha', 'Vijay Varma', 'Viraj Kapoor']",1021
294,Jawanum Mullappoovum,2023,135,Drama,6.6,Raghumenon,"['Sini Abraham', 'Devi Ajith', 'Ambili', 'Sumesh Chandran']",286
295,Fouja,2023,155,Action,9.9,Pramod Kumar,"['Rambir Aryam', 'Karthik Dammu', 'Jaswant Dulgach', 'Ankit Guatam']",12
296,Maja Ma,2022,134,Comedy,6.1,Anand Tiwari,"['Madhuri Dixit', 'Ritwik Bhowmik', 'Barkha Singh', 'Gajraj Rao']",2503
297,Kannai Nambathey,2023,131,Crime,5.8,Mu. Maran,"['Aathmika', 'Bhoomika Chawla', 'Gnanasambandam Gurunathan', 'Karate Karthi']",581
298,Jaya Jaya Jaya Jaya Hey,2022,145,Comedy,7.7,Vipin Das,"['Basil Joseph', 'Anand Manmadhan', 'Noby Marcose', 'Azees Nedumangad']",4114
299,Run Baby Run,2023,131,Action,6.2,Jiyen Krishnakumar,"['Aishwarya Rajesh', 'RJ Balaji', 'Isha Talwar', 'Radhika Sarathkumar']",1138
300,Khufiya,2023,120,Action,7.1,Vishal Bhardwaj,"['Tabu', 'Ali Fazal', 'Wamiqa Gabbi', 'Azmeri Haque Badhon']",3368
301,Maarrich,2022,126,Crime,7.2,Dhruv Lather,"['Tusshar Kapoor', 'Chelsha Gosai', 'Aakash Dahiya', 'Rahul Dev']",5201
302,Thai Massage,2022,124,Comedy,6.2,Mangesh Hadawale,"['Gajraj Rao', 'Divyendu Sharma', 'Sunny Hinduja', 'Alina Zasobina']",1682
303,Mia and Me: The Hero of Centopia,2022,85,Animation,6.3,Adam Gunn,"['Gedeon Burkhard', 'François Goeske', 'Julian Maroun', 'Margot Nuccetelli']",965
304,Coat,2023,120,Drama,9.5,Akshay Ditti,"['Sanjay Mishra', 'Sonal Jha', 'Vivaan Shah', 'Akansha Shrivastava']",11
305,Kaduva,2022,155,Action,6.1,Shaji Kailas,"['Prithviraj Sukumaran', 'Vivek Oberoi', 'Samyuktha Menon', 'Siddique']",3266
306,Good Luck Jerry,2022,148,Comedy,5.5,Siddharth Sen,"['Janhvi Kapoor', 'Jaswant Dalal', 'Deepak Dobriyal', 'Mita Vashisht']",5628
307,Sidhus of Southall,2023,120,Comedy,4.7,Navaniat Singh,"['Sargun Mehta', 'Ajay Sarkaria', 'Prince Kanwaljit Singh', 'B.N. Sharma']",41
308,Twenty One Grams,2022,133,Mystery,6.9,Bibin Krishna,"['Anoop Menon', 'Leona Lishoy', 'Vivek Anirudh', 'Anu Mohan']",1252
309,Welcome to Kashmir,2023,120,Mystery,8.0,Tariq Bhat,"['Ahmad Shahab', 'Mateena Rajput', 'Rehan Tariq', 'Simran Ahuja']",12
310,Gargi,2022,140,Drama,8.1,Gautham Ramachandran,"['Sai Pallavi', 'Kaali Venkat', 'R.S. Shivaji', 'Kavithalaya Krishnan']",6153
311,Unlock Zindagi,2023,151,Drama,9.2,Rajesh Gupta,"['Devika', 'Hemal Ingle', 'Indira Krishnan', 'Harish Kulkarni']",1176
312,Pada,2022,130,Crime,7.8,Kamal K.M.,"['Kunchacko Boban', 'Vinayakan', 'Joju George', 'Dileesh Pothan']",2801
313,Operation Romeo,2022,132,Drama,6.3,Shashant Shah,"['Sidhant Gupta', 'Vedika Pinto', 'Sharad Kelkar', 'Kishore Kadam']",1210
314,Vash,2023,117,Mystery,8.5,Krishnadev Yagnik,"['Hiten Kumar', 'Hitu Kanodia', 'Janki Bodiwala', 'Niilam Paanchal']",667
315,CBI 5,2022,162,Crime,5.6,K. Madhu,"['Mammootty', 'Jagathy Sreekumar', 'Mukesh', 'Anoop Menon']",3450
316,Vendhu Thanindhathu Kaadu,2022,122,Action,7.4,Gautham Vasudev Menon,"['Silambarasan Rajendar', 'Siddhi Idnani', 'Radhika Sarathkumar', 'Appukutty']",7488
317,Naane Varuvean,2022,122,Action,6.2,K. Selvaraghavan,"['Dhanush', 'Prabhu', 'Indhuja Ravichandran', 'Elli Avrram']",5077
318,Jaadugar,2022,167,Comedy,6.9,Sameer Saxena,"['Jitendra Kumar', 'Arushi Sharma', 'Jaaved Jaaferi', 'Raksha Panwar']",11066
319,Thuramukham,2023,175,Action,6.1,Rajeev Ravi,"['Nivin Pauly', 'Poornima Indrajith', 'Indrajith Sukumaran', 'Sudev Nair']",595
320,Ammu,2022,136,Drama,6.7,Charukesh Sekar,"['Aishwarya Lekshmi', 'Maala Parvathi', 'Bobby Simha', 'Naveen Chandra']",1117
321,1920: Horrors of the Heart,2023,120,Horror,7.1,Krishna Bhatt,"['Avika Gor', 'Rahul Dev', 'Avtar Gill', 'Ketaki Kulkarni']",3368
322,ButtaBomma,2023,122,Drama,6.5,Chandrasekhar T. Ramesh,"['Arjun Das', 'Charan Kurugonda', 'Anikha Surendran', 'Navya Swamy']",380
323,Karungaapiyam,2023,120,Horror,7.8,Deekay,"['Kajal Aggarwal', 'Yogi Babu', 'Noyrika Bhatheja', 'Regina Cassandra']",1129
324,Takkar,2023,130,Action,7.1,Karthik G. Krish,"['Abhimanyu Singh', 'Siddharth', 'Yogi Babu', 'Divyansha Kaushik']",3368
325,Dhaakad,2022,135,Action,3.9,Razneesh Ghai,"['Kangana Ranaut', 'Sharib Hashmi', 'Arjun Rampal', 'Divya Dutta']",11844
326,Nna Thaan Case Kodu,2022,138,Comedy,8.0,Ratheesh Balakrishnan Poduval,"['Kunchacko Boban', 'Gayathrie', 'Rajesh Madhavan', 'Unnimaya Prasad']",5147
327,Bachchhan Paandey,2022,147,Action,5.2,Farhad Samji,"['Akshay Kumar', 'Kriti Sanon', 'Jacqueline Fernandez', 'Arshad Warsi']",36169
328,Fukrey 3,2023,120,Comedy,7.1,Mrighdeep Lamba,"['Ali Fazal', 'Farhan Akhtar', 'Pankaj Tripathi', 'Richa Chadha']",3368
329,Tiger Nageswara Rao,2023,120,Action,7.1,Vamsee,"['Anupam Kher', 'John Abraham', 'Ravi Teja', 'Karthi']",3368
330,Chobbar,2022,125,Action,5.7,Maneesh Bhatt,"['Sukhwinder Chahal', 'Gurteg Guri', 'Deepak Kamboj', 'Seema Kaushal']",148
331,Vaahlam Jaao Ne,2022,132,Romance,6.2,Hardik Gajjar,"['Pratik Gandhi', 'Deeksha Joshi', 'Sanjay Goradia', 'Tiku Talsania']",233
332,Spy,2023,122,Action,7.1,Garry Bh,"['Nikhil Siddharth', 'Iswarya Menon', 'Aryan Rajesh', 'Makrand Deshpande']",3368
333,Cadaver,2022,123,Crime,6.5,Anoop Panicker,"['Amala Paul', 'Riythvika Panneerselvam', 'Munishkanth', 'Harish Uthaman']",3289
334,Oh My Ghost,2022,125,Comedy,2.4,R. Yuvan,"['Sunny Leone', 'Yogi Babu', 'Motta Rajendran', 'Ramesh Thilak']",274
335,Kushi,2023,120,Comedy,7.1,Shiva Nirvana,"['Samantha Ruth Prabhu', 'Vijay Deverakonda', 'Jayaram', 'Murli Sharma']",3368
336,Vaashi,2022,155,Drama,6.3,Vishnu Raghav,"['Tovino Thomas', 'Keerthy Suresh', 'Anu Mohan', 'Anagha Narayanan']",2049
337,Circuitt,2023,120,Romance,10.0,Aakash Pendharkar,"['Aakash Pendharkar', 'Hruta Durgule', 'Ramesh Pardeshi', 'Vaibhav Tatwawadi']",111
